words,label
rem mobil saya blong,indonesia
"ngedok baris tiap bait , ngedok sajak , ighama disebut prosa",lampung
ibu ngekuk mei,lampung
"pak tono ngelulih jama kuaghi-kuaghini , kuti ghumpok anjak ipa ?",lampung
tini ram sehaluan,lampung
mejong pai,lampung
perusahaan ni menyebar di berbagai tempat,lampung
mereka sudah mengatur diri masing-masing,indonesia
minggu hari yang paling disenangi kami,indonesia
makanan yang menyihatkan itu tentu ada kandungan zat-zat yang diperlukan badan sama tidak ada kuman penyakitnya,indonesia
apa yang ada di tanganmu ?,indonesia
dia berjanggut,indonesia
"oh tuhan , terimalah bunda",indonesia
sija sai helau sayan,lampung
jak tanah suci,lampung
jama sapa niku haga ngakukni !,lampung
cerita rakyat yang berupa dialog dan dapat dipentaskan disebut sosiodrama,indonesia
dia berjambang,indonesia
pira rega kerecis na ?,lampung
"lom segala hal , lom segala ghasan",lampung
induk ilham ngebeli seghana dapogh baghih,lampung
nyak kilu sai porsi sate diiris,lampung
ulih mak ngaliak debah ikam tiilik,lampung
sedangkan lames males dia duduk-duduk saja di rumahnya,indonesia
kamu dari mana ?,indonesia
karena riwayatnya seperti itu pemerintah daerah propinsi lampung sudah menetapkan setiap tahun diadakan festival krakatau,indonesia
ya ulun sai paling kaya,lampung
ada apa ya ?,indonesia
"o , kalo begitu selamat berolah raga",indonesia
beratnya seratus kilo,indonesia
anak kelas 7a praktek berkenalan bu guru menilai,indonesia
sikam haga pedom,lampung
"pagi sekali sudah bangun dari tidur setelah sholat subuh terus ke dapur menyiapkan makanan , mencuci piring gelas",indonesia
"main kejar-kejaran , main bola , main kelereng yang dilakukan anak-anak laki-laki",indonesia
"ghena juga ahmad , ya sholat subuh bejamaah",lampung
"seghadu mulang jak sekula , nyak ngebantu hulun tuha di lamban",lampung
kalau kita tidak beriman rusak pikiran,indonesia
niku ghadu nyebutko identitas mu jama wali kelas ?,lampung
jam berapa tokonya tutup ?,indonesia
yu katan cutik,lampung
pira menit pira jam,lampung
di kelas satu juga kelas enam ada suntikan imunisasi,indonesia
nyak buabang jama ya ulah ya lebih tuha,lampung
armin mit lambanku tejajau,lampung
tolong bannya isi angin,indonesia
"pak , api kegiatan sikam di waktu liburan ?",lampung
boleh saya datang dengan anak-anak ?,indonesia
si jadi kucing buta yakdo sanak si salah butepai tepuk pramuka,lampung
hinji wat limo kaus kaki handak,lampung
neram ngobrol di ruang tamu gawoh,lampung
saya sudah bekerja disini selama lima tahun lima bulan,indonesia
dia berkulit putih,indonesia
nyak haga ngembeli baju olahraga,lampung
pira nomor telepon disan ?,lampung
radu dibi ijah kita mulang,lampung
"diliak komariyah apakni , pak sulaiman luwah jak kelas geluk dighedikni",lampung
sedang dibersihkan,indonesia
anda punya anak berapa ?,indonesia
setiap pagi kita pergi ke sekolah,indonesia
sapa sai nutuk senam pagi ?,lampung
memindahkan tulisan dari bahasa yang satu ke bahasa yang lain disebut menyalin,indonesia
kupu-kupu itu bagus warna sayap nya,indonesia
dang lupa ngerjakon pekerjaan nuwa,lampung
"dia berkata dengan ayahnya , ayah hamba mau sekolah permisi !",indonesia
tulung ticawakon pai dangn ngakuk jambu lagi,lampung
"supaya enak hidup kita demi anak cucu di waktu yang akan datang , bagaimana yang kita perbuat ?",indonesia
mengapa kalau kita pergi ke kampung hati kita sejuk ?,indonesia
nakan belajagh mengan cenecar unyin kanni,lampung
saya mau ada ujian tiga hari,indonesia
"jika tuan perlu bantuan , saya siap membantu",indonesia
mahap nyak makdok duit lunik,lampung
jeno pagi nyak telat rang laya macet,lampung
gughu ghik sanak-sanak jak kelas sai tigoh kelas enom sai kughuk pagi geluk-geluk bebaghis di halunan sekula haga upacara bendera,lampung
"pak , hamba permisi dulu mau pulang",indonesia
di lamban munih nayah benogh buku-buku ulah unggal nita jama iwan guk pasagh selalu ngebeli buku,lampung
nyak minggu hadap mulang pekon,lampung
saya mudik pakai bis,indonesia
ia tuha,lampung
minan mepoh kawai,lampung
sapa sai magas arif,lampung
"di jalan raya perlu benar diadakan tanda-tanda lalu lintas , karena sebab jalan raya nya ramai orang",indonesia
apakah harganya sudah termasuk pajak ?,indonesia
udo mandi di wai,lampung
betik temon peghilakuni,lampung
pusikam dacok ngurau nyak ali,lampung
ya kilu jama nyak guwai nunjukko ghang laya haguk nuwana pak lurah,lampung
sampai di lamban komariyah dibelikon apakni buku ghik tas ampai hadiah jak apak ghik makni,lampung
sudah amir lain kali jangan terlalu makan pedas ya,indonesia
haga suwa gula api mak wat ?,lampung
segahdu sholat tiyan ngedu'a,lampung
dia cerewet,indonesia
dimana kamar mandinya ?,indonesia
ngehadep tuhan azza wazzalla,lampung
api unyinni bab tiujiko ?,lampung
tolong menolong umpama jari,indonesia
asal pusikam jak pa ?,lampung
saya tidak mengerti,indonesia
"mahap dija mak ngedok hulun sai geral sina , niku salah sambung",lampung
apakah nanti ada perbaikan nilai ?,indonesia
ujianni bulan hadap,lampung
nyak tamong rasa mak bangik,lampung
mari kita melesatarikan budaya lampung,indonesia
kendaraan sina berfungsi sebagai alat penghubung,lampung
ya ghajin bekeghja ghik mak lupa bedua jama tuhan sai kuasa,lampung
kira-kira berapa lama surat ini akan sampai ?,indonesia
api sai dapok kutulung ?,lampung
pepigha bulan sai likut tiyan nikmati panen paghi,lampung
"ayo kita sama-sama , saya juga mau membeli permen",indonesia
bapak lagi kerja di sawah,indonesia
nyak haga ngembuka deposito,lampung
batang kayu ghalak nimpai manuk,lampung
wat angin,lampung
hutangmu nirah lima ribu lagi,lampung
"bal digighing mit san mit dija jo silih beganti , kadang bal wat di wilayah regu nyak , kadang di wilayah regu lawan",lampung
karena apa lukmah dan anak senang dengan kakek dan nenek ?,indonesia
murid-murid membuat karangan,indonesia
zat-zat gizi diambil dari hewan dan sayuran,indonesia
sabah nidikeghjako jama jelma baghih,lampung
"ulah sebab sina , tiyan ghuwa selalu dipuji gughu ghik ulun tuhani",lampung
nanti dibi ram sehaluan luwot,lampung
dipa pok ku neken ?,lampung
ghupani du'a tiyan sina dikabulko alloh swt sai semuni hinji ngilu supaya tanoman jagung tiyan subur,lampung
kita nanti nginap di hotel,indonesia
di daerah api ghang di haji bakri ?,lampung
pusikam dacok mejong di hepan,lampung
bagaimana cara kerjanya guru-gurunya di sd terpencil itu ?,indonesia
pumandanganni helau nihan sekejung-kejung lapahan,lampung
nyak haga lapah mit kantogh pkk,lampung
tulung tinulung umpama jaghi,lampung
"menghibur hati , menambah pengalaman dan pengetahuan tentang kota",indonesia
mengan sa mak bangik,lampung
nerima kasih kak ngolom nyak,lampung
kak debingi hallo api kabar ?,lampung
waktu kemping regu sikam kebetohan mak ngusung bekal,lampung
at nyak mak hawos,lampung
yu jama-jama,lampung
nyak ngerasa renu,lampung
berapa nomor telepon disana ?,indonesia
way kambas,lampung
herman nanom paghi di huma,lampung
sakik betong,lampung
dapok kodo nyak makai talipon mu ?,lampung
prosa atau karangan yang menggambarkan sesuatu seolah-olah pembaca melihat sendiri keadaannya disebut karangan narasi,indonesia
jam berapa pertunjukkannya dimulai,indonesia
ya ranggal gegoh ayahni,lampung
nenek bercerita saya mendengarnya tertawa terpingkal-pingkal,indonesia
"bapaknya menanyakan anaknya , sedang apa kau nak ?",indonesia
tulung olohi luot,lampung
tiap ghani seghadu sembahyang subuh teghus ampampogh,lampung
buamal betik seghani-ghanini,lampung
sapa sai dianggu mira gata ?,lampung
ibu mengambil nasi yang mau dimakan adik,indonesia
duit adik hilang diletakkan diselipan lemari,indonesia
nyak lagi ngelamar kerjaan,lampung
"gham nengi di daighah baghih wat pembukaan huma baghu , nyadang pelan , akibat ni teghjadilah banjigh",lampung
sekitar delapan belas derajat,indonesia
ngedok munih umpu dan siti,lampung
enggal ghani jemahat sai mimpin senam begilighan,lampung
dimana musholanya ?,indonesia
ia lagi rayu,lampung
bagaimana jadi ga kita latihan kosidah nanti malam ?,indonesia
gambar ini bagus benar,indonesia
helau ni pumandangan danau ranau,lampung
"ya saya punya , nomor ktp saya 83835498",indonesia
kunpa ayahmu ghatong jak cakak haji ?,lampung
niku haga mit dipa ?,lampung
culukko kata berimbuhan tetap !,lampung
pigha jam benini lapahan anjak bandar lampung mit danau ranau ?,lampung
senang nyak sehaluan jama niku,lampung
mak ngedok sai haga maghing,lampung
niku haga ngebeli api ?,lampung
apikah dija wat sai dacok ngumung bahasa indonesia ?,lampung
kalau berani berbuat mesti bertanggung jawab,indonesia
makan dan minum sudah jadi keperluan sehari-hari,indonesia
mereka sudah pintar mengaji al-quran,indonesia
mereka mau mencari buah-buahan itu,indonesia
"mak , kapan anda pulang ?",indonesia
ghani sinji ngeghasa senang nihan ulih umpu umpuni jak kota ghatong bulibugh,lampung
uangnya masih kurang,indonesia
apikah niku jak ngurasa gokgoh sija ?,lampung
mata pak ghatong geluk-geluk,lampung
"ghadu gham dengi alat pertanian sai dipakai di kebun contohni paccul , aghit , kughit",lampung
saya ingin bertemu dengan dokter john,indonesia
hughang sinji dibeli ulun jak jakarta dilom sai kilogeram ghegani dihak pak ngepuluh ghibu ghepiah,lampung
wat sai jadi wasit jaga gawang ghik jadi pemain,lampung
ia penoknok,lampung
"andi bertanya pak haji yang baru pulang dari tanah suci , pak haji , kapan tuan pulang ?",indonesia
ilham abang nya imah,indonesia
"bagus sekali , jawabanmu tepat",indonesia
mubil ku bela binsin,lampung
nuwa na nomor pak belas,lampung
ulah api niku diughau mak nyahut,lampung
sikam lapah di trotoar,lampung
waalaikumsalam,indonesia
rajin belajar,indonesia
mak muni,lampung
dipa sai layin fonem ?,lampung
maaf radu nunggu,lampung
api panas benor di luah ?,lampung
cerita rakyat sai beghupa dialog dan dapok dipentasko disebut sosiodrama,lampung
berapa kali anda memberi pupuk dalam seminggu ?,indonesia
kemarin malam,indonesia
mana rumah tempat kakek muhammad ?,indonesia
"permisi bu , saya mau perlu dengan teman saya mau meminjam kamus",indonesia
anda bisa jalan kaki,indonesia
saya mau mencairkan cek ini,indonesia
nyak mak kung nginum ubat,lampung
ya nyak gering,lampung
kita datang terlambat,indonesia
saya masih kenyang,indonesia
ghupani ya lakkung jegha juga,lampung
"sanak lunik ngelilingi lamban , api hina ? paku",lampung
bagaimana jadi ga kita latihan bola voli hari ini ?,indonesia
dimana tempat parkirnya ?,indonesia
saya sakit gigi,indonesia
maaf ya bu kalau saya punya salah,indonesia
emak mit pasagh,lampung
ruang pertemuan ada di lantai lima,indonesia
gedung ni balak,lampung
boleh saya minta air teh,indonesia
"kalau tuan mau ke sana , mari hamba antarkan",indonesia
jelasko pola kanikan sai helau !,lampung
anak-anak memperhatikan pengarahan dari kepala sekolah,indonesia
sapa sai ceramah rani inji ?,lampung
kami menanam jagung di tempat yang sudah dibersihkan,indonesia
orang yang suka melancong disebut pelancong,indonesia
sai mak ngidok di lingkungan keluarga yalah teman sejawat,lampung
hinji wat telu celana suluh,lampung
"wat batang ghuku , limau , jambu ghik rambutan",lampung
sekula na kelas pira ?,lampung
api perasaanmu waktu bepantun ?,lampung
"pak , buku apa yang dipakai dalam pelajaran bahasa lampung ?",indonesia
ya saya sudah menikah tapi cerai,indonesia
dokter kak siap haga ngehalui niku,lampung
hallo bagaimana kabar anda ?,indonesia
bu berapa nilai ulangan saya kemarin ?,indonesia
ya ada beberapa,indonesia
"nama hari ialah senin , selasa , rabu , kamis , jumat , sabtu dan minggu",indonesia
dipa sekulahmu ?,lampung
mahap makdok kerincing,lampung
pigha kawai handak sai wat di kutak nomogh hua ?,lampung
lain kali kesini lagi,indonesia
di dekat lemari 	,indonesia
saya kehilangan kunci mobil saya,indonesia
dia kasar,indonesia
asal ku jak way kanan,lampung
"saya baik-baik saja , terima kasih",indonesia
berapa harganya ?,indonesia
berapa harga normalnya ?,indonesia
dipa pom binsin sai ridik benor ?,lampung
"nughut wacana panen jagung , petani nanom jagung seghadu panen paghi",lampung
lagu anak-anak biasanya dinyanyikan dengan perasaan gembira,indonesia
"adi minta tolong sama dedi dan niko , katanya kalian yang ke pasar beli alat-alat komputer yang diperlukan",indonesia
betan subing berhasil membunuh musuhnya sesudah dia mengetahui kelemahan musuhnya,indonesia
buku api gawoh sai wat di peghpustakaan sekula tiyan ?,lampung
nyak haga ngirimkon telegram,lampung
jangan lupa barang bawaannya,indonesia
api niku helau-helau gawoh ?,lampung
jika gadis mandi di pangkalan gadis,indonesia
hulun tuhani ngegantungkon haghopan sai balak jama ya,lampung
di hari minggu kami piknik ke way kambas,indonesia
nanti kita mampir membeli cenderamata,indonesia
sikam mit sabah haga ngunut kuwol,lampung
besok kita berangkat pagi hari,indonesia
nyak liyom	,lampung
tahun berapa anda lahir ?,indonesia
gham haghus ngeghawat bapak si lagi maghing,lampung
tidak ada kerjaan hanya duduk-duduk saja,indonesia
senam pagi dilaksanakan sebelum pelajaran dimulai,indonesia
minggu ghani sai digheghingi sikam,lampung
"zakat , infaq dan sodaqahnya boleh dititipkan di dkm",indonesia
ghakyat semakin sengsagha akibat kekejeman raja ghik patih ni sina,lampung
kanikan ghik inoman jeno peghlu kenyin badan dapok sihat ghik butenaga,lampung
nyak haga lapah bubelanja,lampung
nyak haga nanya tentang perkembangan anak ku ?,lampung
hawa na panas benor,lampung
pendapatan yang diperoleh dari wisatawan itu dapat meningkatkan pendapatan asli daerah,indonesia
berapa banyak kamar mandinya ?,indonesia
selamat pagi amin,indonesia
namaku hasan,indonesia
sapa sai ngitung buwah dakon ?,lampung
sebab besarnya pajak itu tidak sesuai dengan hasil atau pendapatan rakyat,indonesia
adek jangan mencoret-coret dinding disana nanti kotor,indonesia
lapah gham jejama nyanyi,lampung
abah mencangkul di sawah,indonesia
jamukko gawoh di bah kasor,lampung
saya tidak tahu sama sekali bahasa lampung,indonesia
dang lupa berang usunganni,lampung
kami sholat ied di masjid dekat dengan rumah,indonesia
apilagi hulun tuhani hanjak hati jama ia,lampung
masukan bukunya ke dalam tas !,indonesia
apa kabar ? baik,indonesia
pigha tupi suluh sai wat di kutak nomogh enom ?,lampung
"mana yang kamu pilih , yang putih atau yang merah ?",indonesia
ia gemuk,lampung
apakah semua bab diujikan ?,indonesia
nyak cuman upahan,lampung
berapa banyak uang yang anda punya ?,indonesia
mindahko tulisan jak bahasa si sai mit bahasa si baghih disebut menyalin,lampung
hinji wat pitu kawai sekula,lampung
saya menyebut abang kepadanya karena dia lebih tua,indonesia
ghepa caghani tiyan bulatih sepak bal ?,lampung
selain lampu pengatur lalu lintas di jalan raya masih banyak tanda-tanda lalu lintas yang lain,indonesia
"objek wisata ini seperti wisata alam , wisata budaya dan wisata ilmu yang ada di propinsi lampung ini",indonesia
kiyai ngusung motor mak makai helem tetahan polantas,lampung
nanti habis ini kita berkunjung ke kebun binatang,indonesia
ibu dari pasar,indonesia
sapa gelagh raja jama patih sai wat lom wacana dilambung ?,lampung
jadilah jelma sai ghulus hati,lampung
ayah ngaluku sabah,lampung
kemanakah arah menuju tempat wisata way kambas ?,indonesia
selain padi apa lagi yang di tanam di sini ?,indonesia
apakah di sini ada kamus bahasa lampung-indonesia ?,indonesia
neram dapok cakak bis pakai nuju mik dudi,lampung
kurang enak,indonesia
kik adu dicabuk bulu manukni langsung ditetok gawoh,lampung
apa akibatnya sesudah raja memungut pajak yang memberatkan rakyat ?,indonesia
kanah mulangni neram singgah di rang wisata lain,lampung
jangan pakai sambal,indonesia
acara apa yang ada di danau ranau ?,indonesia
kami bermain kucing buta,indonesia
saya kerja di pabrik,indonesia
nyak resah,lampung
kenalkon gelar ku ani,lampung
"buah jagung sina basungni balak-balak , bijini munih lamon ghik balak-balak",lampung
di rt 1 kampung baru,indonesia
sikam wat nanda rua,lampung
mana yang merupakan fonem ?,indonesia
jam pira bis na tigoh ?,lampung
"lamban sebagai pok tinggal keluarga harus sehat lingkunganni , mak kamah , mak pengap",lampung
masuk kelas !,indonesia
api niku radu mengan dibingi ?,lampung
suatu hari raja mengumumkan pungutan pajak yang memberatkan rakyat,indonesia
hari ini merasa senang betul karena cucu cucunya dari kota datang berlibur,indonesia
lapah gham syukuri nikmat tuhan hinji !,lampung
"ratu bangik , bangik",lampung
nyak perlu belajar pakai ujian,lampung
setiap hari jangan terlambat,indonesia
anak perusahaannya banyak,indonesia
raden intan pahlawan si bejuang ngelawan penjajah si wat di tanoh lampung,lampung
ibuku sedang mencuci kain di sungai,indonesia
malam ini ibu dan bapak diundang tahlilan,indonesia
sikam nyampaiko isi hati,lampung
ya betul,indonesia
kita harus mematuhi peraturan di jalan raya,indonesia
makmun mit sekula teliyu di adopan lambanku,lampung
tolong dinasehati jangan mengambil jambu lagi,indonesia
"lina bertemu sama ana dan ani , kalian berdua mau ikut latihan tari nanti malam ?",indonesia
"gehal ghani yalah senin , selasa , rabu , kamis , jumat , sabtu dan ahad",lampung
